precio,matrícula particular pagado 2024,superficie_total,simce 4to básico lectura 2022,superficie_construida,banos,longitud,simce 4to básico matemáticas 2022,distancia_metro,latitud,distancia_hospital,ingreso_promedio,dormitorios,extranjeros 2025 (%),pobreza multidimensional 2022 (%),pobreza por ingresos 2022 (%),hogares hacinados 2025 (%),trabajadores_información_comunicaciones_2023,trabajadores_financieras_seguros_2023,matrícula subvencionada 2024,empresas_otras_actividades_2023
453026389.0,29882.0,280.0,308.0,195.0,2.0,-70.5541751,298.0,376.03795958677233,-33.4102754,4830.030651646145,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
85000000.0,0.0,157.0,271.0,71.0,2.0,-70.7425454,260.0,3734.048880367551,-33.411189,1385.237691354581,401652.49,3.0,6.9,19.5,5.3,9.3,616.0,132.0,17548.0,325.0
744539022.0,6810.0,800.0,285.0,580.0,4.0,-70.6121451,274.0,2961.1719501978346,-33.3825775,4095.091549646872,720051.66,4.0,6.4,18.6,4.3,8.8,16518.0,3273.0,4724.0,487.0
214695115.0,6810.0,139.0,285.0,49.0,3.0,-70.6785823,274.0,1468.2447185166836,-33.3569045,6853.638179844252,720051.66,3.0,6.4,18.6,4.3,8.8,16518.0,3273.0,4724.0,487.0
480601908.0,12208.0,240.0,284.0,70.0,4.0,-70.5281072,269.0,4926.868583970678,-33.496754,4783.97439230087,688929.75,4.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
412844918.0,12208.0,320.0,284.0,155.0,4.0,-70.5421035,269.0,3661.233597894975,-33.4966161,3498.513974092962,688929.75,4.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
547571027.0,29882.0,357.0,308.0,200.0,4.0,-70.5500238,298.0,2377.2543657636456,-33.4296212,3892.620257430584,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
237000000.0,1668.0,380.0,275.0,260.0,3.0,-70.8048624,259.0,7443.613639823901,-33.5643485,6856.7569804165005,558543.98,4.0,5.2,19.6,3.7,8.2,83.0,16.0,12562.0,210.0
590903986.0,14154.0,670.0,295.0,470.0,4.0,-70.6459958,284.0,6610.147357814911,-33.3194215,10698.451353234688,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
256058394.0,1428.0,297.0,270.0,77.0,2.0,-70.6368026,255.0,520.7618326308425,-33.3908386,3209.3606575172403,565820.13,5.0,20.6,21.2,5.1,10.3,2483.0,468.0,19041.0,658.0
372269511.0,12208.0,307.0,284.0,197.0,3.0,-70.5506975,269.0,2670.823711349677,-33.4846761,3228.609747395164,688929.75,4.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
386057271.0,14154.0,360.0,295.0,220.0,4.0,-70.6531987,284.0,6472.858068569951,-33.3167856,10959.594853802277,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
500000000.0,29882.0,514.0,308.0,418.0,2.0,-70.5669385,298.0,1650.2749454511345,-33.4239299,3591.0897249257664,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
232422234.0,14154.0,300.0,295.0,140.0,3.0,-70.664212,284.0,16996.308409732592,-33.2151179,22279.269965024778,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
571207186.0,29882.0,330.0,308.0,150.0,4.0,-70.5501286,298.0,1024.566432695642,-33.399802,5534.38376446213,1806493.23,6.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
368330151.0,12536.0,210.0,296.0,127.0,2.0,-70.5572845,286.0,978.742310701745,-33.4434963,2218.9277974852125,1405329.49,3.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
386057271.0,13807.0,406.0,295.0,226.0,4.0,-70.5842174,281.0,451.6054955608763,-33.4524716,1598.1271964855982,1418950.79,7.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
614540145.0,15240.0,360.0,311.0,236.0,2.0,-70.5552589,302.0,2917.729005857499,-33.3815485,6225.289003956549,2587577.69,5.0,6.6,2.4,0.9,1.8,6837.0,4346.0,516.0,1473.0
783932621.0,12536.0,640.0,296.0,405.0,4.0,-70.5229412,286.0,3422.404456125585,-33.4588475,4359.14981021143,1405329.49,5.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
200907355.0,0.0,338.0,276.0,169.0,2.0,-70.6701536,261.0,1088.0562464976845,-33.5147317,3908.552814200676,635863.9,5.0,14.2,13.5,4.1,6.1,1972.0,82.0,22906.0,490.0
736660302.0,12536.0,398.0,296.0,206.0,4.0,-70.5212175,286.0,3766.761041819768,-33.439702,5071.280920788893,1405329.49,6.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
783932621.0,14154.0,901.0,295.0,642.0,5.0,-70.621244,284.0,14118.001689411323,-33.253049,18317.210363042217,606708.62,5.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
898174058.0,15240.0,392.0,311.0,172.0,4.0,-70.5789958,302.0,2760.9861871848507,-33.3859307,4401.8771323044375,2587577.69,4.0,6.6,2.4,0.9,1.8,6837.0,4346.0,516.0,1473.0
400000000.0,12536.0,180.0,296.0,42.0,3.0,-70.5556138,286.0,1573.4235345731493,-33.4383146,2795.5758753191203,1405329.49,4.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
728781583.0,15240.0,262.0,311.0,100.0,2.0,-70.5873847,302.0,2556.4339368380083,-33.3913369,3485.264040904924,2587577.69,4.0,6.6,2.4,0.9,1.8,6837.0,4346.0,516.0,1473.0
196967995.0,2732.0,228.0,283.0,128.0,2.0,-70.7270696,269.0,3524.4539963083107,-33.3624464,6936.368795159388,549642.87,3.0,13.0,17.0,5.2,8.7,861.0,367.0,33726.0,660.0
496359348.0,15240.0,265.0,311.0,183.0,1.0,-70.5543416,302.0,2971.8362968438023,-33.381111,6321.198653088736,2587577.69,3.0,6.6,2.4,0.9,1.8,6837.0,4346.0,516.0,1473.0
185149916.0,0.0,274.0,281.0,179.0,2.0,-70.6420543,268.0,907.9394452113772,-33.5331074,2252.6441711552748,442364.93,3.0,6.4,19.2,6.9,11.0,47.0,13.0,11124.0,181.0
617691633.0,29882.0,320.0,308.0,190.0,4.0,-70.538763,298.0,629.4572979870575,-33.4053987,6344.8761591335415,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
346663672.0,29882.0,242.0,308.0,141.0,1.0,-70.5408305,298.0,2068.1418998546305,-33.4261882,4667.802478689427,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
168000000.0,2244.0,135.0,277.0,56.0,2.0,-71.1799031,262.0,43357.59298075986,-33.6779583,3748.0080853974846,497911.08,3.0,5.6,22.8,7.6,8.3,333.0,151.0,16499.0,319.0
275361257.0,2615.0,300.0,289.0,100.0,2.0,-70.6569221,273.0,583.6042144784333,-33.4901165,1009.7434859323258,904933.0,5.0,25.0,12.9,2.2,5.5,2326.0,121.0,17630.0,813.0
242506996.0,6790.0,319.0,280.0,165.0,3.0,-70.5739417,266.0,1284.5248346152136,-33.5455963,3204.0223379955346,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
130000000.0,0.0,171.0,266.0,98.0,1.0,-70.6309295,250.0,1111.8749290335809,-33.4843718,1255.835399186868,483267.61,3.0,12.1,19.6,4.8,8.4,320.0,77.0,6561.0,296.0
523934867.0,14154.0,470.0,295.0,241.0,5.0,-70.6470944,284.0,6241.107751780673,-33.3229261,10302.165795814426,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
740599662.0,14154.0,900.0,295.0,690.0,4.0,-70.6239799,284.0,13601.72902984032,-33.2570959,17831.098309024466,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
807174845.0,15204.0,412.0,307.0,190.0,4.0,-70.5889776,294.0,439.1038260371301,-33.4336164,2218.119510430496,1988449.92,6.0,9.9,4.3,1.3,2.4,43928.0,32180.0,4734.0,4869.0
175853026.0,2732.0,360.0,283.0,216.0,1.0,-70.7325399,269.0,4282.599616884668,-33.3528354,7916.895618052036,549642.87,3.0,13.0,17.0,5.2,8.7,861.0,367.0,33726.0,660.0
823326220.0,15204.0,379.0,307.0,84.0,8.0,-70.6190607,294.0,714.6380552889306,-33.436555,306.47128611261587,1988449.92,7.0,9.9,4.3,1.3,2.4,43928.0,32180.0,4734.0,4869.0
649994384.0,14154.0,600.0,295.0,370.0,5.0,-70.6206143,284.0,13558.992125466437,-33.2589831,17678.007819745508,606708.62,5.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
744539022.0,15240.0,269.0,311.0,79.0,5.0,-70.5445116,302.0,3171.648925382813,-33.3793721,7146.055247089721,2587577.69,5.0,6.6,2.4,0.9,1.8,6837.0,4346.0,516.0,1473.0
125000000.0,4221.0,230.0,279.0,92.0,2.0,-70.56463,268.0,1457.880746734257,-33.5873742,1522.3742990520532,538232.86,4.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
728387647.0,14154.0,654.0,295.0,421.0,4.0,-70.6223639,284.0,12885.713897874277,-33.2650789,16981.97845119208,606708.62,5.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
797326445.0,29882.0,482.0,308.0,302.0,3.0,-70.550015,298.0,1588.524461821023,-33.3942744,5808.007426290167,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
280876361.0,1852.0,200.0,286.0,85.0,4.0,-70.6129256,270.0,908.0303916615752,-33.4785039,3014.560574833404,747394.63,3.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
214301179.0,4221.0,166.0,279.0,45.0,4.0,-70.5459602,268.0,3054.689572641216,-33.5917762,1483.5112059053386,538232.86,5.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
586964626.0,29882.0,205.0,308.0,65.0,3.0,-70.5801,298.0,755.8442808709667,-33.420002,2329.545777903865,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
506010780.0,15204.0,200.0,307.0,89.0,3.0,-70.584995,294.0,345.5327590220891,-33.4348219,2573.455110140507,1988449.92,3.0,9.9,4.3,1.3,2.4,43928.0,32180.0,4734.0,4869.0
354148456.0,6790.0,245.0,280.0,105.0,3.0,-70.5700995,266.0,1707.9522620925934,-33.5425166,3321.683193002147,652074.18,5.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
744539022.0,15898.0,663.0,302.0,485.0,4.0,-70.5161208,296.0,9045.588018865334,-33.3301638,12877.201351278714,1569078.92,5.0,8.4,10.9,0.9,8.2,842.0,1472.0,4397.0,971.0
689387983.0,15898.0,240.0,302.0,80.0,4.0,-70.5479174,296.0,6654.401991525504,-33.3481044,9502.609934743246,1569078.92,4.0,8.4,10.9,0.9,8.2,842.0,1472.0,4397.0,971.0
378178551.0,13807.0,240.0,295.0,100.0,2.0,-70.5820414,281.0,645.5700165474668,-33.437037,2837.3643474786472,1418950.79,3.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
120531019.0,0.0,280.0,271.0,121.0,2.0,-70.682836,260.0,2268.6527522112265,-33.4158805,2576.307344047036,401652.49,6.0,6.9,19.5,5.3,9.3,616.0,132.0,17548.0,325.0
120531019.0,0.0,270.0,279.0,170.0,1.0,-70.7317133,269.0,808.1014376488996,-33.4423467,2277.355756671998,428363.83,4.0,11.7,19.3,5.3,10.1,27.0,5.0,6457.0,263.0
84459876.0,1711.0,163.0,275.0,60.0,2.0,-70.6911455,257.0,716.1447832007769,-33.460625,2310.8899050928817,544285.52,3.0,30.9,22.8,5.0,9.6,698.0,196.0,14949.0,650.0
157574396.0,3670.0,159.0,281.0,52.0,3.0,-70.78373,264.0,2469.562199479802,-33.49962,1298.3452162857973,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
543631667.0,15204.0,150.0,307.0,50.0,3.0,-70.5929128,294.0,368.44820892846224,-33.4295225,1636.367004686144,1988449.92,4.0,9.9,4.3,1.3,2.4,43928.0,32180.0,4734.0,4869.0
551116451.0,29882.0,260.0,308.0,100.0,2.0,-70.5512451,298.0,604.8747032636926,-33.4050134,5239.1752556982365,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
665751824.0,15898.0,500.0,302.0,300.0,4.0,-70.5080316,296.0,8238.91605098418,-33.3404803,12548.563845737706,1569078.92,5.0,8.4,10.9,0.9,8.2,842.0,1472.0,4397.0,971.0
321451768.0,3215.0,450.0,273.0,240.0,2.0,-70.7040054,258.0,8443.485955369817,-33.6058726,1573.764618046563,488733.18,3.0,5.4,18.7,6.0,9.0,498.0,88.0,38599.0,843.0
135000000.0,0.0,160.0,266.0,54.0,4.0,-70.6216794,250.0,319.6255868422345,-33.4843354,2112.658552925625,483267.61,3.0,12.1,19.6,4.8,8.4,320.0,77.0,6561.0,296.0
329527456.0,12208.0,639.0,284.0,460.0,2.0,-70.5329185,269.0,2914.820352187304,-33.4668575,3502.8963420347627,688929.75,5.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
315148792.0,14154.0,420.0,295.0,270.0,3.0,-70.6956,284.0,6976.444845015861,-33.30398,12941.195106000698,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
373845255.0,14154.0,433.0,295.0,243.0,3.0,-70.668464,284.0,16679.56119862234,-33.2175332,22029.656745960183,606708.62,3.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
200000000.0,6790.0,163.0,280.0,65.0,3.0,-70.5549599,266.0,3059.862124327913,-33.5434457,2884.410874896312,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
146544188.0,366.0,325.0,270.0,225.0,2.0,-71.126753,259.0,35883.265143212506,-33.4007156,2008.8810904814025,460292.31,3.0,3.5,25.8,6.0,7.2,28.0,55.0,4414.0,116.0
155000000.0,4595.0,200.0,275.0,97.0,3.0,-70.7175666,261.0,19009.912206440546,-33.7331323,2036.473419092755,512481.5,3.0,4.4,19.1,4.4,8.6,146.0,72.0,9050.0,368.0
198000000.0,3670.0,196.0,281.0,58.0,3.0,-70.7687823,264.0,4967.755612905594,-33.5541047,5128.121736450207,601743.03,4.0,4.8,14.8,3.3,6.5,888.0,171.0,72126.0,1880.0
66000000.0,0.0,200.0,271.0,80.0,2.0,-70.7175625,260.0,4016.3594891494818,-33.4028245,3217.73532910542,401652.49,4.0,6.9,19.5,5.3,9.3,616.0,132.0,17548.0,325.0
134000000.0,0.0,204.0,279.0,115.0,2.0,-70.7318265,269.0,793.1350886642583,-33.4445391,2498.292899278936,428363.83,3.0,11.7,19.3,5.3,10.1,27.0,5.0,6457.0,263.0
180000000.0,949.0,200.0,276.0,80.0,2.0,-70.6766799,264.0,1727.6734044753346,-33.4150443,2004.490183594508,521149.92,4.0,41.2,22.4,5.8,9.6,2185.0,45.0,12708.0,473.0
126059517.0,4221.0,164.0,279.0,105.0,1.0,-70.5615865,268.0,1885.980972386447,-33.5791025,942.203890760162,538232.86,2.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
181171162.0,4221.0,200.0,279.0,65.0,2.0,-70.5790003,268.0,412.7146987613179,-33.5894147,1376.851884862501,538232.86,5.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
148000000.0,0.0,165.0,274.0,41.0,6.0,-70.6683184,260.0,1239.5076301746055,-33.5037582,2822.6223817709124,481110.91,5.0,8.7,20.2,5.5,10.0,424.0,18.0,10866.0,263.0
393935991.0,29882.0,155.0,308.0,55.0,3.0,-70.5694421,298.0,1177.7654601650945,-33.4280785,3467.7239611885125,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
338784952.0,29882.0,240.0,308.0,161.0,2.0,-70.5484417,298.0,2233.3160502972737,-33.4277537,4145.156868589756,1806493.23,4.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
400160179.0,29882.0,340.0,308.0,206.0,1.0,-70.5328668,298.0,2322.002905117988,-33.3895641,7464.231638208966,1806493.23,3.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
138000000.0,6790.0,162.0,280.0,92.0,2.0,-70.5829156,266.0,1080.1813407362622,-33.5156648,1514.133249685131,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
159000000.0,6790.0,180.0,280.0,60.0,3.0,-70.552864,266.0,3626.155662111479,-33.5184,3108.062129631761,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
170000000.0,6790.0,165.0,280.0,71.0,2.0,-70.5586811,266.0,2842.6028664930905,-33.5387967,3423.722215364932,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
362421111.0,6810.0,279.0,285.0,131.0,3.0,-70.6727406,274.0,2581.536547381517,-33.3479443,7670.704060966338,720051.66,4.0,6.4,18.6,4.3,8.8,16518.0,3273.0,4724.0,487.0
748084446.0,29882.0,356.0,308.0,136.0,5.0,-70.511657,298.0,3140.640850675424,-33.402422,8416.838972413881,1806493.23,5.0,7.8,4.4,0.9,3.3,58742.0,91650.0,5710.0,5417.0
342684918.0,6810.0,315.0,285.0,125.0,4.0,-70.6657479,274.0,2244.8755951645007,-33.3624693,5961.159299460092,720051.66,4.0,6.4,18.6,4.3,8.8,16518.0,3273.0,4724.0,487.0
216664795.0,6810.0,200.0,285.0,113.0,3.0,-70.6850374,274.0,1436.770453405588,-33.3541197,7352.983202769434,720051.66,3.0,6.4,18.6,4.3,8.8,16518.0,3273.0,4724.0,487.0
303330713.0,6790.0,353.0,280.0,212.0,4.0,-70.5317522,266.0,5311.889098109439,-33.5133512,4616.286572540414,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
807568781.0,12536.0,600.0,296.0,350.0,4.0,-70.5574148,286.0,1659.356863545438,-33.431652,3405.443242941313,1405329.49,6.0,6.3,4.9,1.6,5.1,3640.0,289.0,6585.0,725.0
165453116.0,0.0,210.0,277.0,45.0,2.0,-70.7105626,259.0,3382.7710854478923,-33.411151,3202.546672574305,563165.86,3.0,22.2,19.7,2.1,8.6,869.0,313.0,16535.0,472.0
192000000.0,0.0,274.0,266.0,136.0,3.0,-70.6270299,250.0,625.7068036311605,-33.4808374,1684.17041102969,483267.61,4.0,12.1,19.6,4.8,8.4,320.0,77.0,6561.0,296.0
130000000.0,6790.0,122.0,280.0,68.0,1.0,-70.5659244,266.0,2060.205602017401,-33.5543395,1983.1945525849344,652074.18,3.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
578691970.0,13807.0,570.0,295.0,342.0,3.0,-70.5900165,281.0,1108.6049716058824,-33.4476502,2347.9147182670827,1418950.79,4.0,12.2,5.2,1.5,3.3,5431.0,1036.0,7134.0,1876.0
189500000.0,12208.0,200.0,284.0,120.0,1.0,-70.5738911,269.0,320.708282977832,-33.4668533,802.4639768384941,688929.75,3.0,6.8,16.6,3.2,8.5,310.0,106.0,17188.0,867.0
156000000.0,4221.0,130.0,279.0,41.0,2.0,-70.5510282,268.0,2576.2515564489177,-33.5931372,1546.4959194582657,538232.86,3.0,3.6,18.9,5.0,7.2,658.0,75.0,84429.0,1922.0
307270073.0,14154.0,450.0,295.0,330.0,3.0,-70.6940399,284.0,6856.654489794458,-33.3049656,12794.64778032137,606708.62,4.0,10.7,24.6,5.1,9.0,673.0,212.0,15689.0,612.0
323027512.0,6790.0,268.0,280.0,141.0,2.0,-70.6098962,266.0,362.6166726933357,-33.5139917,996.6304495260453,652074.18,4.0,7.7,13.2,3.5,6.9,2483.0,1426.0,52545.0,1675.0
350603032.0,6810.0,280.0,285.0,150.0,3.0,-70.6686473,274.0,2154.95388778938,-33.3578926,6510.221202452888,720051.66,4.0,6.4,18.6,4.3,8.8,16518.0,3273.0,4724.0,487.0
291512633.0,1852.0,398.0,286.0,298.0,2.0,-70.5908749,270.0,1041.7104348990072,-33.4905121,1605.3166025500725,747394.63,4.0,12.1,13.4,3.5,5.9,1464.0,1266.0,10287.0,492.0
